NORMALIZED_TIME, VOLUME_PERCENT_ERROR
 0.872,-0.377
 0.872,-0.377
 0.872,-0.377
 0.872,-0.377
 0.872,-0.377
 0.872,-0.377
 0.872,-0.377
 0.872,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.873,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.874,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.875,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.876,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.877,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.878,-0.377
 0.879,-0.377
 0.879,-0.377
 0.879,-0.377
 0.879,-0.378
 0.879,-0.378
 0.879,-0.378
 0.879,-0.378
 0.879,-0.378
 0.879,-0.378
 0.879,-0.378
 0.879,-0.378
 0.879,-0.378
 0.879,-0.378
 0.879,-0.378
 0.879,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.880,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.881,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.882,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.883,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.884,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.885,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.886,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.887,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.888,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.889,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.890,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.891,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.892,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.893,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.894,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.895,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.896,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.897,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.898,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.899,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.900,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.901,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.902,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.903,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.378
 0.904,-0.379
 0.904,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.905,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.906,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.907,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.908,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.909,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.910,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.911,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.912,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.913,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.914,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.915,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.916,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.917,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.918,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.919,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.920,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.921,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.922,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.923,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.924,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.925,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.926,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.927,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.928,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.929,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.930,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.931,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.932,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.933,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.934,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.935,-0.379
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.936,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.937,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.938,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.939,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.940,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.941,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.942,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.943,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.944,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.945,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.946,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.947,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.948,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.949,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.950,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.951,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.952,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.953,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.954,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.955,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.956,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.957,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.958,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.959,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.960,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.961,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.962,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.963,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.964,-0.380
 0.965,-0.380
 0.965,-0.380
 0.965,-0.380
 0.965,-0.380
 0.965,-0.380
 0.965,-0.380
 0.965,-0.380
 0.965,-0.380
 0.965,-0.380
